,MaxTEMP
24,151
216,130
264,158
312,158
504,158
552,158
600,158
648,158
744,158
792,158
840,158
888,158
1032,158
1080,158
1128,158
1176,158
1368,158
1416,158
1464,158
1512,158
1560,158
1608,158
1656,158
1704,158
1896,158
1944,158
1992,158
2040,158
2232,158
2280,158
2328,158
2376,158
2568,158
2616,158
2664,158
2712,158
2904,158
2952,158
3000,158
3048,152
